league,area,retrieved_from_url,start_time,end_time,team1,team2,outcome,team1_odds,team2_odds,draw_odds
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335099600,1335105000,Wolves,"Manchester City",TEAM2,13.0,1.19,6.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335087000,1335092400,"Manchester United",Everton,DRAW,1.37,8.5,4.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335018600,1335024000,QPR,Tottenham,TEAM1,3.73,2.03,3.33
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335009600,1335015000,"Aston Villa",Sunderland,DRAW,2.2,3.3,3.23
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335009600,1335015000,Blackburn,Norwich,TEAM1,2.0,3.55,3.45
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335009600,1335015000,Bolton,Swansea,DRAW,2.32,3.05,3.23
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335009600,1335015000,Fulham,Wigan,TEAM1,1.87,4.05,3.55
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335009600,1335015000,Newcastle,Stoke,TEAM1,1.66,5.3,3.63
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1335001500,1335006900,Arsenal,Chelsea,DRAW,1.85,4.3,3.6
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1334595600,1334601000,Arsenal,Wigan,TEAM2,1.27,10.75,5.68
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1334494800,1334500200,"Manchester United","Aston Villa",TEAM1,1.2,13.0,6.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1334404800,1334410200,Sunderland,Wolves,DRAW,1.53,6.25,4.1
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1334404800,1334410200,Swansea,Blackburn,TEAM1,2.0,3.7,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,1334404800,1334410200,"West Brom",QPR,TEAM1,2.15,3.25,3.4
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,"Aston Villa",Liverpool,TEAM1,3.5,2.1,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Bolton,"Manchester City",TEAM2,5.0,1.65,3.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Everton,Chelsea,TEAM1,3.0,2.25,3.4
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Fulham,Arsenal,DRAW,4.0,1.9,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,"Manchester United",Blackpool,TEAM1,1.4,6.5,4.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Newcastle,"West Brom",DRAW,2.0,3.65,3.3
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Stoke,Wigan,TEAM2,2.1,3.4,3.3
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Tottenham,Birmingham,TEAM1,1.52,6.0,4.0
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,"West Ham",Sunderland,TEAM2,1.9,3.8,3.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1306069200,1306074600,Wolves,Blackburn,TEAM2,2.1,3.6,3.1
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305650700,1305656100,"Manchester City","Stoke ",TEAM1,1.4,8.0,4.25
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305464400,1305469800,Arsenal,"Aston Villa",TEAM2,1.35,8.0,4.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305464400,1305469800,Birmingham,Fulham,TEAM2,2.1,3.5,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305464400,1305469800,Liverpool,Tottenham,TEAM2,1.6,5.0,4.0
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305464400,1305469800,Wigan,"West Ham",TEAM1,1.9,3.8,3.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305455400,1305460800,Chelsea,Newcastle,DRAW,1.25,10.0,5.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305366300,1305371700,Blackburn,"Manchester United",DRAW,5.5,1.65,3.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305366300,1305371700,Blackpool,Bolton,TEAM1,2.0,3.4,3.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305366300,1305371700,Sunderland,Wolves,TEAM2,2.7,2.5,3.25
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305366300,1305371700,"West Brom",Everton,TEAM1,2.5,2.7,3.3
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1305045900,1305051300,"Manchester City",Tottenham,TEAM1,1.9,4.0,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304960400,1304965800,Fulham,Liverpool,TEAM2,2.85,2.4,3.25
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304860200,1304865600,"Manchester United",Chelsea,TEAM1,2.2,3.2,3.25
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304852700,1304858100,Stoke,Arsenal,TEAM1,4.3,1.82,3.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304845200,1304850600,Wolves,"West Brom",TEAM1,2.1,3.3,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304778600,1304784000,Tottenham,Blackpool,DRAW,1.3,8.0,5.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304769600,1304775000,"Aston Villa",Wigan,DRAW,1.8,4.25,3.5
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304769600,1304775000,Bolton,Sunderland,TEAM2,1.72,4.5,3.65
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304769600,1304775000,Everton,"Manchester City",TEAM1,2.54,2.7,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304769600,1304775000,Newcastle,Birmingham,TEAM1,1.9,4.0,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304769600,1304775000,"West Ham",Blackburn,DRAW,2.0,3.65,3.3
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304255400,1304260800,"Manchester City","West Ham",TEAM1,1.4,8.0,4.25
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304247900,1304253300,Arsenal,"Manchester United",TEAM1,2.5,2.75,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304240400,1304245800,Birmingham,Wolves,DRAW,2.1,3.3,3.4
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304240400,1304245800,Liverpool,Newcastle,TEAM1,1.45,7.5,4.0
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304173800,1304179200,Chelsea,Tottenham,TEAM1,1.5,6.5,3.9
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304164800,1304170200,Blackburn,Bolton,TEAM1,1.9,4.0,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304164800,1304170200,Blackpool,Stoke,DRAW,2.5,2.75,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304164800,1304170200,Sunderland,Fulham,TEAM2,2.5,2.75,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304164800,1304170200,"West Brom","Aston Villa",TEAM1,2.4,2.8,3.3
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1304164800,1304170200,Wigan,Everton,DRAW,2.8,2.4,3.3
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303923600,1303929000,Fulham,Bolton,TEAM1,1.8,4.5,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303836300,1303841700,Stoke,Wolves,TEAM1,1.8,4.5,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303750800,1303756200,Blackburn,"Manchester City",TEAM2,4.0,1.9,3.35
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303650000,1303655400,Bolton,Arsenal,TEAM1,5.0,1.65,3.75
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303569000,1303574400,Chelsea,"West Ham",TEAM1,1.2,13.0,6.0
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303560000,1303565400,"Aston Villa",Stoke,DRAW,1.95,4.0,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303560000,1303565400,Liverpool,Birmingham,TEAM1,1.45,6.5,4.25
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303560000,1303565400,Tottenham,"West Brom",DRAW,1.5,6.0,4.09
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2010-2011/results/,1303560000,1303565400,Wolves,Fulham,DRAW,2.5,2.75,3.2
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,Arsenal,Fulham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,"Aston Villa",Blackburn,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,Bolton,Birmingham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,Burnley,Tottenham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,Chelsea,Wigan,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,Everton,Portsmouth,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,"Hull City",Liverpool,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,"Manchester United",Stoke,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,"West Ham","Manchester City",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273410000,1273415400,Wolves,Sunderland,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273078800,1273084200,Fulham,Stoke,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1273078800,1273084200,"Manchester City",Tottenham,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272895200,1272900600,Blackburn,Arsenal,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272882600,1272888000,Wigan,"Hull City",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272805200,1272810600,Sunderland,"Manchester United",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272801600,1272807000,Fulham,"West Ham",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272796200,1272801600,Liverpool,Chelsea,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272715200,1272720600,"Manchester City","Aston Villa",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272715200,1272720600,Portsmouth,Wolves,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272715200,1272720600,Stoke,Everton,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272715200,1272720600,Tottenham,Bolton,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272707100,1272712500,Birmingham,Burnley,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272200400,1272205800,Chelsea,Stoke,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272196800,1272202200,Burnley,Liverpool,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272196800,1272202200,Everton,Fulham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272186000,1272191400,"Aston Villa",Birmingham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272119400,1272124800,Arsenal,"Manchester City",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272110400,1272115800,Bolton,Portsmouth,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272110400,1272115800,"Hull City",Sunderland,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272110400,1272115800,"West Ham",Wigan,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272110400,1272115800,Wolves,Blackburn,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1272102300,1272107700,"Manchester United",Tottenham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271868300,1271873700,"Hull City","Aston Villa",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271696400,1271701800,Liverpool,"West Ham",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271595600,1271601000,Portsmouth,"Aston Villa",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271586600,1271592000,Wigan,Arsenal,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271514600,1271520000,Tottenham,Chelsea,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271505600,1271511000,Birmingham,"Hull City",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271505600,1271511000,Blackburn,Everton,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271505600,1271511000,Fulham,Wolves,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271505600,1271511000,Stoke,Bolton,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271505600,1271511000,Sunderland,Burnley,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271497500,1271502900,"Manchester City","Manchester United",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271264400,1271269800,Tottenham,Arsenal,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271263500,1271268900,"Aston Villa",Everton,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271263500,1271268900,Wigan,Portsmouth,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1271178000,1271183400,Chelsea,Bolton,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1270990800,1270996200,"Manchester City",Birmingham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1270987200,1270992600,Liverpool,Fulham,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2009-2010/results/,1270981800,1270987200,Blackburn,"Manchester United",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,Arsenal,Stoke,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,"Aston Villa",Newcastle,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,Blackburn,"West Brom",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,Fulham,Everton,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,"Hull City","Manchester United",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,Liverpool,Tottenham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,"Manchester City",Bolton,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,Sunderland,Chelsea,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,"West Ham",Middlesbrough,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1243170000,1243175400,Wigan,Portsmouth,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242666000,1242671400,Portsmouth,Sunderland,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242565200,1242570600,Chelsea,Blackburn,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242556200,1242561600,"West Brom",Liverpool,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242475200,1242480600,Bolton,"Hull City",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242475200,1242480600,Everton,"West Ham",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242475200,1242480600,Middlesbrough,"Aston Villa",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242475200,1242480600,Newcastle,Fulham,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242475200,1242480600,Stoke,Wigan,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242475200,1242480600,Tottenham,"Manchester City",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242467100,1242472500,"Manchester United",Arsenal,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242234000,1242239400,Wigan,"Manchester United",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1242061200,1242066600,Newcastle,Middlesbrough,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241960400,1241965800,Arsenal,Chelsea,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241951400,1241956800,"Manchester United","Manchester City",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241879400,1241884800,"West Ham",Liverpool,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241870400,1241875800,Blackburn,Portsmouth,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241870400,1241875800,Bolton,Sunderland,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241870400,1241875800,Everton,Tottenham,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241870400,1241875800,Fulham,"Aston Villa",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241870400,1241875800,"Hull City",Stoke,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241870400,1241875800,"West Brom",Wigan,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241456400,1241461800,"Aston Villa","Hull City",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241355600,1241361000,Sunderland,Everton,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241346600,1241352000,Liverpool,Newcastle,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241265600,1241271000,Chelsea,Fulham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241265600,1241271000,"Manchester City",Blackburn,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241265600,1241271000,Portsmouth,Arsenal,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241265600,1241271000,Stoke,"West Ham",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241265600,1241271000,Tottenham,"West Brom",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241265600,1241271000,Wigan,Bolton,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1241257500,1241262900,Middlesbrough,"Manchester United",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240851600,1240857000,Newcastle,Portsmouth,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240750800,1240756200,Blackburn,Wigan,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240741800,1240747200,Arsenal,Middlesbrough,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240669800,1240675200,"Manchester United",Tottenham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240660800,1240666200,Bolton,"Aston Villa",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240660800,1240666200,Everton,"Manchester City",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240660800,1240666200,Fulham,Stoke,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240660800,1240666200,"West Brom",Sunderland,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2008-2009/results/,1240660800,1240666200,"West Ham",Chelsea,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Birmingham,Blackburn,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Chelsea,Bolton,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Derby,Reading,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Everton,Newcastle,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Middlesbrough,"Manchester City",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Portsmouth,Fulham,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Sunderland,Arsenal,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Tottenham,Liverpool,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,"West Ham","Aston Villa",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1210507200,1210512600,Wigan,"Manchester United",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209992400,1209997800,Newcastle,Chelsea,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209906000,1209911400,Liverpool,"Manchester City",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209897000,1209902400,Arsenal,Everton,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209824100,1209829500,Bolton,Sunderland,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209816000,1209821400,"Aston Villa",Wigan,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209816000,1209821400,Blackburn,Derby,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209816000,1209821400,Fulham,Birmingham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209816000,1209821400,Middlesbrough,Portsmouth,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209816000,1209821400,Reading,Tottenham,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209807900,1209813300,"Manchester United","West Ham",TEAM1,-,-,-
