league,area,retrieved_from_url,start_time,end_time,team1,team2,outcome,team1_odds,team2_odds,draw_odds
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209402000,1209407400,Derby,Arsenal,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209301200,1209306600,Everton,"Aston Villa",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209292200,1209297600,Portsmouth,Blackburn,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209211200,1209216600,Birmingham,Liverpool,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209211200,1209216600,"Manchester City",Fulham,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209211200,1209216600,Sunderland,Middlesbrough,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209211200,1209216600,Tottenham,Bolton,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209211200,1209216600,"West Ham",Newcastle,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209211200,1209216600,Wigan,Reading,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1209203100,1209208500,Chelsea,"Manchester United",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208696400,1208701800,"Manchester City",Portsmouth,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208687400,1208692800,Newcastle,Sunderland,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208682000,1208687400,"Aston Villa",Birmingham,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208614500,1208619900,Blackburn,"Manchester United",DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208606400,1208611800,Fulham,Liverpool,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208606400,1208611800,Middlesbrough,Bolton,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208606400,1208611800,"West Ham",Derby,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208606400,1208611800,Wigan,Tottenham,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208598300,1208603700,Arsenal,Reading,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208451600,1208457000,Everton,Chelsea,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208192400,1208197800,Chelsea,Wigan,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208091600,1208097000,"Manchester United",Arsenal,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208082600,1208088000,Liverpool,Blackburn,TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208009700,1208015100,Portsmouth,Newcastle,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208001600,1208007000,Birmingham,Everton,DRAW,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208001600,1208007000,Bolton,"West Ham",TEAM1,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208001600,1208007000,Derby,"Aston Villa",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208001600,1208007000,Reading,Fulham,TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208001600,1208007000,Sunderland,"Manchester City",TEAM2,-,-,-
"Premier League",England,http://www.oddsportal.com/soccer/england/premier-league-2007-2008/results/,1208001600,1208007000,Tottenham,Middlesbrough,DRAW,-,-,-
